Country,ISO3_Code,Month,tmin,tmax
Kuwait,KWT,June,22,52
Kuwait,KWT,March,4,44
Kuwait,KWT,May,16,48
Kuwait,KWT,November,4,40
Kuwait,KWT,October,11,45
Kuwait,KWT,September,18,50
Kyrgyzstan,KGZ,April,-13,26
Kyrgyzstan,KGZ,August,3,33
Kyrgyzstan,KGZ,December,-28,15
Kyrgyzstan,KGZ,February,-30,9
Kyrgyzstan,KGZ,January,-31,3
Kyrgyzstan,KGZ,July,5,35
Kyrgyzstan,KGZ,June,1,31
Kyrgyzstan,KGZ,March,-24,19
Kyrgyzstan,KGZ,May,-3,28
Kyrgyzstan,KGZ,November,-22,19
Kyrgyzstan,KGZ,October,-11,26
Kyrgyzstan,KGZ,September,-1,31
Lao People's Democratic Republic,LAO,April,14,43
Lao People's Democratic Republic,LAO,August,21,37
Lao People's Democratic Republic,LAO,December,5,34
Lao People's Democratic Republic,LAO,February,8,37
Lao People's Democratic Republic,LAO,January,5,35
Lao People's Democratic Republic,LAO,July,21,39
Lao People's Democratic Republic,LAO,June,19,41
Lao People's Democratic Republic,LAO,March,13,39
Lao People's Democratic Republic,LAO,May,14,44
Lao People's Democratic Republic,LAO,November,12,35
Lao People's Democratic Republic,LAO,October,14,37
Lao People's Democratic Republic,LAO,September,14,37
Latvia,LVA,April,-7,20
Latvia,LVA,August,9,30
Latvia,LVA,December,-10,10
Latvia,LVA,February,-14,8
Latvia,LVA,January,-14,8
Latvia,LVA,July,9,30
Latvia,LVA,June,4,29
Latvia,LVA,March,-13,10
Latvia,LVA,May,-2,27
Latvia,LVA,November,-6,13
Latvia,LVA,October,-2,18
Latvia,LVA,September,2,23
Lebanon,LBN,April,8,33
Lebanon,LBN,August,14,39
Lebanon,LBN,December,2,26
Lebanon,LBN,February,2,26
Lebanon,LBN,January,-1,25
Lebanon,LBN,July,19,36
Lebanon,LBN,June,12,37
Lebanon,LBN,March,4,32
Lebanon,LBN,May,12,38
Lebanon,LBN,November,8,30
Lebanon,LBN,October,12,35
Lebanon,LBN,September,18,36
Liberia,LBR,April,22,35
Liberia,LBR,August,19,31
Liberia,LBR,December,19,38
Liberia,LBR,February,20,35
Liberia,LBR,January,18,35
Liberia,LBR,July,21,32
Liberia,LBR,June,21,33
Liberia,LBR,March,21,36
Liberia,LBR,May,21,34
Liberia,LBR,November,22,34
Liberia,LBR,October,14,33
Liberia,LBR,September,21,32
Libya,LBY,April,6,36
Libya,LBY,August,14,43
Libya,LBY,December,0,27
Libya,LBY,February,1,28
Libya,LBY,January,0,29
Libya,LBY,July,15,46
Libya,LBY,June,9,43
Libya,LBY,March,1,34
Libya,LBY,May,9,40
Libya,LBY,November,2,33
Libya,LBY,October,9,36
Libya,LBY,September,14,40
Lithuania,LTU,April,-6,27
Lithuania,LTU,August,6,36
Lithuania,LTU,December,-17,10
Lithuania,LTU,February,-21,10
Lithuania,LTU,January,-20,9
Lithuania,LTU,July,7,33
Lithuania,LTU,June,0,33
Lithuania,LTU,March,-15,17
Lithuania,LTU,May,-5,30
Lithuania,LTU,November,-11,14
Lithuania,LTU,October,-4,23
Lithuania,LTU,September,2,29
Luxembourg,LUX,April,-4,28
Luxembourg,LUX,August,-1,36
Luxembourg,LUX,December,-10,16
Luxembourg,LUX,February,-12,20
Luxembourg,LUX,January,-11,13
Luxembourg,LUX,July,7,39
Luxembourg,LUX,June,6,35
Luxembourg,LUX,March,-11,24
Luxembourg,LUX,May,0,32
Luxembourg,LUX,November,-6,20
Luxembourg,LUX,October,0,24
Luxembourg,LUX,September,3,32
Macao,MAC,April,13,31
Macao,MAC,August,22,38
Macao,MAC,December,7,29
Macao,MAC,February,5,28
Macao,MAC,January,2,27
Macao,MAC,July,22,37
Macao,MAC,June,22,39
Macao,MAC,March,8,30
Macao,MAC,May,16,36
Macao,MAC,November,11,31
Macao,MAC,October,15,35
Macao,MAC,September,22,36
Madagascar,MDG,April,18,37
Madagascar,MDG,August,14,33
Madagascar,MDG,December,15,36
Madagascar,MDG,February,16,35
Madagascar,MDG,January,15,35
Madagascar,MDG,July,14,32
Madagascar,MDG,June,14,33
Madagascar,MDG,March,14,35
Madagascar,MDG,May,14,34
Madagascar,MDG,November,13,39
Madagascar,MDG,October,15,35
Madagascar,MDG,September,12,34
Malawi,MWI,April,13,33
Malawi,MWI,August,10,36
Malawi,MWI,December,16,39
Malawi,MWI,February,13,33
Malawi,MWI,January,14,32
Malawi,MWI,July,7,31
Malawi,MWI,June,6,32
Malawi,MWI,March,16,32
Malawi,MWI,May,9,32
Malawi,MWI,November,12,38
Malawi,MWI,October,10,39
Malawi,MWI,September,4,35
Malaysia,MYS,April,23,35
Malaysia,MYS,August,22,34
Malaysia,MYS,December,23,34
Malaysia,MYS,February,21,36
Malaysia,MYS,January,22,35
Malaysia,MYS,July,15,35
Malaysia,MYS,June,22,34
Malaysia,MYS,March,23,36
Malaysia,MYS,May,23,35
Malaysia,MYS,November,23,34
Malaysia,MYS,October,22,34
Malaysia,MYS,September,21,34
Maldives,MDV,April,23,34
Maldives,MDV,August,22,34
Maldives,MDV,December,22,33
Maldives,MDV,February,24,33
Maldives,MDV,January,20,34
Maldives,MDV,July,22,33
Maldives,MDV,June,23,34
Maldives,MDV,March,21,33
Maldives,MDV,May,22,34
Maldives,MDV,November,21,36
Maldives,MDV,October,23,33
Maldives,MDV,September,20,33
Mali,MLI,April,17,45
Mali,MLI,August,20,40
Mali,MLI,December,7,40
Mali,MLI,February,10,42
Mali,MLI,January,6,39
Mali,MLI,July,15,44
Mali,MLI,June,21,46
Mali,MLI,March,10,44
Mali,MLI,May,21,46
Mali,MLI,November,11,41
Mali,MLI,October,17,43
Mali,MLI,September,18,43
Malta,MLT,April,7,29
Malta,MLT,August,20,41
Malta,MLT,December,5,23
Malta,MLT,February,4,24
Malta,MLT,January,2,23
Malta,MLT,July,19,43
Malta,MLT,June,14,42
Malta,MLT,March,6,25
Malta,MLT,May,10,32
Malta,MLT,November,10,29
Malta,MLT,October,12,32
Malta,MLT,September,17,36
Marshall Islands,MHL,April,22,33
Marshall Islands,MHL,August,23,33
Marshall Islands,MHL,December,23,32
Marshall Islands,MHL,February,23,32
Marshall Islands,MHL,January,23,32
Marshall Islands,MHL,July,23,33
Marshall Islands,MHL,June,23,32
Marshall Islands,MHL,March,19,32
Marshall Islands,MHL,May,23,33
Marshall Islands,MHL,November,17,32
Marshall Islands,MHL,October,23,33
Marshall Islands,MHL,September,23,33
Mauritania,MRT,April,16,42
Mauritania,MRT,August,23,47
Mauritania,MRT,December,9,37
Mauritania,MRT,February,11,41
Mauritania,MRT,January,9,35
Mauritania,MRT,July,23,47
Mauritania,MRT,June,22,47
Mauritania,MRT,March,12,40
Mauritania,MRT,May,20,47
Mauritania,MRT,November,13,41
Mauritania,MRT,October,18,43
Mauritania,MRT,September,22,45
Mauritius,MUS,April,21,35
Mauritius,MUS,August,21,32
Mauritius,MUS,December,20,36
Mauritius,MUS,February,22,34
Mauritius,MUS,January,21,34
Mauritius,MUS,July,18,32
Mauritius,MUS,June,20,33
Mauritius,MUS,March,22,35
Mauritius,MUS,May,21,35
Mauritius,MUS,November,20,35
Mauritius,MUS,October,20,35
Mauritius,MUS,September,17,34
Mexico,MEX,April,4,42
Mexico,MEX,August,18,48
Mexico,MEX,December,-2,30
Mexico,MEX,February,0,33
Mexico,MEX,January,-3,30
Mexico,MEX,July,16,50
Mexico,MEX,June,14,50
Mexico,MEX,March,1,37
Mexico,MEX,May,9,44
Mexico,MEX,November,2,36
Mexico,MEX,October,7,46
Mexico,MEX,September,13,49
"Micronesia, Federated States of",FSM,April,22,33
"Micronesia, Federated States of",FSM,August,23,34
"Micronesia, Federated States of",FSM,December,23,33
"Micronesia, Federated States of",FSM,February,22,32
"Micronesia, Federated States of",FSM,January,23,33
"Micronesia, Federated States of",FSM,July,21,34
"Micronesia, Federated States of",FSM,June,23,33
"Micronesia, Federated States of",FSM,March,22,34
"Micronesia, Federated States of",FSM,May,23,33
"Micronesia, Federated States of",FSM,November,23,33
"Micronesia, Federated States of",FSM,October,23,33
"Micronesia, Federated States of",FSM,September,23,34
"Moldova, Republic of",MDA,April,-7,26
"Moldova, Republic of",MDA,August,7,36
"Moldova, Republic of",MDA,December,-14,13
"Moldova, Republic of",MDA,February,-19,16
"Moldova, Republic of",MDA,January,-20,14
"Moldova, Republic of",MDA,July,9,34
"Moldova, Republic of",MDA,June,3,34
"Moldova, Republic of",MDA,March,-21,23
"Moldova, Republic of",MDA,May,0,30
"Moldova, Republic of",MDA,November,-15,22
"Moldova, Republic of",MDA,October,-3,28
"Moldova, Republic of",MDA,September,1,32
Mongolia,MNG,April,-26,24
Mongolia,MNG,August,-3,31
Mongolia,MNG,December,-46,-4
Mongolia,MNG,February,-43,-3
Mongolia,MNG,January,-47,-4
Mongolia,MNG,July,-1,32
Mongolia,MNG,June,-7,30
Mongolia,MNG,March,-37,10
Mongolia,MNG,May,-12,28
Mongolia,MNG,November,-44,5
Mongolia,MNG,October,-30,16
Mongolia,MNG,September,-17,29
Morocco,MAR,April,5,35
Morocco,MAR,August,14,41
Morocco,MAR,December,2,24
Morocco,MAR,February,1,24
Morocco,MAR,January,1,22
Morocco,MAR,July,14,42
Morocco,MAR,June,5,38
Morocco,MAR,March,3,28
Morocco,MAR,May,6,34
Morocco,MAR,November,4,29
Morocco,MAR,October,9,36
Morocco,MAR,September,13,39
Mozambique,MOZ,April,20,34
Mozambique,MOZ,August,16,35
Mozambique,MOZ,December,16,80
Mozambique,MOZ,February,20,34
Mozambique,MOZ,January,15,36
Mozambique,MOZ,July,14,31
Mozambique,MOZ,June,15,31
Mozambique,MOZ,March,-26,34
Mozambique,MOZ,May,14,56
Mozambique,MOZ,November,20,39
Mozambique,MOZ,October,19,35
Mozambique,MOZ,September,17,32
Myanmar,MMR,April,16,40
Myanmar,MMR,August,22,38
Myanmar,MMR,December,8,30
Myanmar,MMR,February,10,34
Myanmar,MMR,January,7,30
Myanmar,MMR,July,21,38
Myanmar,MMR,June,21,40
Myanmar,MMR,March,12,38
Myanmar,MMR,May,18,42
Myanmar,MMR,November,10,34
Myanmar,MMR,October,15,38
Myanmar,MMR,September,20,38
Nepal,NPL,April,8,34
Nepal,NPL,August,18,33
Nepal,NPL,December,0,26
Nepal,NPL,February,1,28
Nepal,NPL,January,0,25
Nepal,NPL,July,18,35
Nepal,NPL,June,14,35
Nepal,NPL,March,3,32
Nepal,NPL,May,10,34
Nepal,NPL,November,0,28
Nepal,NPL,October,9,32
Nepal,NPL,September,16,33
Netherlands,NLD,April,-2,27
Netherlands,NLD,August,8,32
Netherlands,NLD,December,-7,15
Netherlands,NLD,February,-8,17
Netherlands,NLD,January,-10,14
Netherlands,NLD,July,8,36
Netherlands,NLD,June,6,31
Netherlands,NLD,March,-8,20
Netherlands,NLD,May,1,31
Netherlands,NLD,November,-5,18
Netherlands,NLD,October,3,25
Netherlands,NLD,September,5,30
New Caledonia,NCL,April,20,32
New Caledonia,NCL,August,14,29
New Caledonia,NCL,December,20,33
New Caledonia,NCL,February,21,35
New Caledonia,NCL,January,20,33
New Caledonia,NCL,July,15,28
New Caledonia,NCL,June,16,29
New Caledonia,NCL,March,21,33
New Caledonia,NCL,May,14,31
New Caledonia,NCL,November,17,32
New Caledonia,NCL,October,15,30
New Caledonia,NCL,September,16,29
New Zealand,NZL,April,24,36
New Zealand,NZL,August,23,35
New Zealand,NZL,December,22,35
New Zealand,NZL,February,22,34
New Zealand,NZL,January,23,34
New Zealand,NZL,July,23,35
New Zealand,NZL,June,24,36
New Zealand,NZL,March,22,35
New Zealand,NZL,May,23,35
New Zealand,NZL,November,24,34
New Zealand,NZL,October,23,34
New Zealand,NZL,September,23,35
Nicaragua,NIC,April,21,36
Nicaragua,NIC,August,20,36
Nicaragua,NIC,December,21,34
Nicaragua,NIC,February,20,39
Nicaragua,NIC,January,2,35
Nicaragua,NIC,July,22,38
Nicaragua,NIC,June,21,36
Nicaragua,NIC,March,18,35
Nicaragua,NIC,May,21,37
Nicaragua,NIC,November,21,34
Nicaragua,NIC,October,20,36
Nicaragua,NIC,September,21,36
Niger,NER,April,8,47
Niger,NER,August,20,47
Niger,NER,December,1,36
Niger,NER,February,2,40
Niger,NER,January,0,36
Niger,NER,July,19,47
Niger,NER,June,19,49
Niger,NER,March,3,43
Niger,NER,May,15,47
Niger,NER,November,5,38
Niger,NER,October,9,44
Niger,NER,September,17,45
Nigeria,NGA,April,12,43
Nigeria,NGA,August,18,39
Nigeria,NGA,December,5,38
Nigeria,NGA,February,8,40
Nigeria,NGA,January,6,39
Nigeria,NGA,July,15,37
Nigeria,NGA,June,18,40
Nigeria,NGA,March,14,43
Nigeria,NGA,May,19,43
Nigeria,NGA,November,8,38
Nigeria,NGA,October,14,37
Nigeria,NGA,September,6,36
North Macedonia,MKD,April,-8,24
North Macedonia,MKD,August,3,35
North Macedonia,MKD,December,-20,16
North Macedonia,MKD,February,-16,17
North Macedonia,MKD,January,-23,15
North Macedonia,MKD,July,4,32
North Macedonia,MKD,June,-1,30
North Macedonia,MKD,March,-19,19
North Macedonia,MKD,May,-2,27
North Macedonia,MKD,November,-10,22
North Macedonia,MKD,October,-5,24
North Macedonia,MKD,September,-2,31
Norway,NOR,April,-13,9
Norway,NOR,August,0,17
Norway,NOR,December,-14,6
Norway,NOR,February,-14,8
Norway,NOR,January,-14,8
Norway,NOR,July,0,18
Norway,NOR,June,-3,12
Norway,NOR,March,-14,8
Norway,NOR,May,-8,14
Norway,NOR,November,-11,6
Norway,NOR,October,-7,10
Norway,NOR,September,-2,14
Oman,OMN,April,18,44
Oman,OMN,August,26,46
Oman,OMN,December,12,32
Oman,OMN,February,10,35
Oman,OMN,January,8,30
Oman,OMN,July,26,52
Oman,OMN,June,25,50
Oman,OMN,March,12,39
Oman,OMN,May,21,52
Oman,OMN,November,15,37
Oman,OMN,October,16,43
Oman,OMN,September,23,44
Pakistan,PAK,April,-5,35
Pakistan,PAK,August,12,41
Pakistan,PAK,December,-6,20
Pakistan,PAK,February,-5,19
Pakistan,PAK,January,-6,15
Pakistan,PAK,July,15,44
Pakistan,PAK,June,11,43
Pakistan,PAK,March,-4,26
Pakistan,PAK,May,6,38
Pakistan,PAK,November,0,26
Pakistan,PAK,October,4,34
Pakistan,PAK,September,9,38
Panama,PAN,April,6,38
Panama,PAN,August,-1,40
Panama,PAN,December,15,43
Panama,PAN,February,14,42
Panama,PAN,January,15,43
Panama,PAN,July,-3,37
Panama,PAN,June,-1,35
Panama,PAN,March,11,41
Panama,PAN,May,2,36
Panama,PAN,November,10,44
Panama,PAN,October,10,45
Panama,PAN,September,4,42
Papua New Guinea,PNG,April,21,36
Papua New Guinea,PNG,August,20,39
Papua New Guinea,PNG,December,22,38
Papua New Guinea,PNG,February,21,38
Papua New Guinea,PNG,January,22,39
Papua New Guinea,PNG,July,20,35
Papua New Guinea,PNG,June,20,35
Papua New Guinea,PNG,March,20,42
Papua New Guinea,PNG,May,21,35
Papua New Guinea,PNG,November,22,39
Papua New Guinea,PNG,October,21,37
Papua New Guinea,PNG,September,20,36
Paraguay,PRY,April,13,37
Paraguay,PRY,August,6,39
Paraguay,PRY,December,19,40
Paraguay,PRY,February,17,39
Paraguay,PRY,January,19,39
Paraguay,PRY,July,7,37
Paraguay,PRY,June,3,35
Paraguay,PRY,March,14,40
Paraguay,PRY,May,8,36
Paraguay,PRY,November,13,43
Paraguay,PRY,October,16,43
Paraguay,PRY,September,10,42
Peru,PER,April,18,33
Peru,PER,August,17,31
Peru,PER,December,17,33
Peru,PER,February,19,33
Peru,PER,January,20,39
Peru,PER,July,16,32
Peru,PER,June,18,33
Peru,PER,March,20,34
Peru,PER,May,18,33
Peru,PER,November,16,32
Peru,PER,October,15,32
Peru,PER,September,18,31
Philippines,PHL,April,15,32
Philippines,PHL,August,22,34
Philippines,PHL,December,14,29
Philippines,PHL,February,13,30
Philippines,PHL,January,13,28
Philippines,PHL,July,22,35
Philippines,PHL,June,22,35
Philippines,PHL,March,14,32
Philippines,PHL,May,20,35
Philippines,PHL,November,16,39
Philippines,PHL,October,17,33
Philippines,PHL,September,22,34
Poland,POL,April,-6,26
Poland,POL,August,6,34
Poland,POL,December,-11,13
Poland,POL,February,-15,15
Poland,POL,January,-15,13
Poland,POL,July,7,34
Poland,POL,June,1,33
Poland,POL,March,-13,18
Poland,POL,May,-3,30
Poland,POL,November,-8,18
Poland,POL,October,-2,24
Poland,POL,September,1,32
Portugal,PRT,April,0,22
Portugal,PRT,August,16,29
Portugal,PRT,December,0,22
Portugal,PRT,February,6,21
Portugal,PRT,January,0,21
Portugal,PRT,July,15,29
Portugal,PRT,June,11,27
Portugal,PRT,March,0,23
Portugal,PRT,May,8,24
Portugal,PRT,November,10,24
Portugal,PRT,October,9,27
Portugal,PRT,September,14,28
Qatar,QAT,April,17,60
Qatar,QAT,August,30,48
Qatar,QAT,December,12,32
Qatar,QAT,February,10,34
Qatar,QAT,January,10,32
Qatar,QAT,July,26,48
Qatar,QAT,June,24,49
Qatar,QAT,March,14,42
Qatar,QAT,May,21,48
Qatar,QAT,November,18,37
Qatar,QAT,October,22,43
Qatar,QAT,September,27,46
Romania,ROU,April,-7,28
Romania,ROU,August,5,36
Romania,ROU,December,-16,18
Romania,ROU,February,-19,18
Romania,ROU,January,-21,19
Romania,ROU,July,7,35
Romania,ROU,June,6,34
Romania,ROU,March,-20,23
Romania,ROU,May,1,29
Romania,ROU,November,-13,23
Romania,ROU,October,-8,28
Romania,ROU,September,-1,36
Russian Federation,RUS,April,-30,0
Russian Federation,RUS,August,-4,6
Russian Federation,RUS,December,-34,0
Russian Federation,RUS,February,-39,0
Russian Federation,RUS,January,-35,1
Russian Federation,RUS,July,-4,8
Russian Federation,RUS,June,-8,5
Russian Federation,RUS,March,-38,1
Russian Federation,RUS,May,-20,2
Russian Federation,RUS,November,-29,3
Russian Federation,RUS,October,-19,3
Russian Federation,RUS,September,-9,6
Rwanda,RWA,April,14,32
Rwanda,RWA,August,14,32
Rwanda,RWA,December,12,32
Rwanda,RWA,February,14,33
Rwanda,RWA,January,14,33
Rwanda,RWA,July,9,31
Rwanda,RWA,June,12,29
Rwanda,RWA,March,14,33
Rwanda,RWA,May,12,30
Rwanda,RWA,November,14,30
Rwanda,RWA,October,13,32
Rwanda,RWA,September,10,32
Réunion,REU,April,22,34
Réunion,REU,August,18,31
Réunion,REU,December,22,34
Réunion,REU,February,23,33
Réunion,REU,January,22,33
Réunion,REU,July,17,31
Réunion,REU,June,19,32
Réunion,REU,March,23,34
Réunion,REU,May,19,33
Réunion,REU,November,22,33
Réunion,REU,October,20,32
Réunion,REU,September,20,31
Saint Pierre and Miquelon,SPM,April,-10,13
Saint Pierre and Miquelon,SPM,August,6,26
Saint Pierre and Miquelon,SPM,December,-11,12
Saint Pierre and Miquelon,SPM,February,-16,8
Saint Pierre and Miquelon,SPM,January,-14,9
Saint Pierre and Miquelon,SPM,July,7,28
Saint Pierre and Miquelon,SPM,June,1,22
Saint Pierre and Miquelon,SPM,March,-13,11
Saint Pierre and Miquelon,SPM,May,-1,17
Saint Pierre and Miquelon,SPM,November,-7,15
Saint Pierre and Miquelon,SPM,October,0,20
Saint Pierre and Miquelon,SPM,September,3,23
Saudi Arabia,SAU,April,2,36
Saudi Arabia,SAU,August,16,45
Saudi Arabia,SAU,December,-5,26
Saudi Arabia,SAU,February,-5,28
Saudi Arabia,SAU,January,-7,24
Saudi Arabia,SAU,July,17,45
Saudi Arabia,SAU,June,14,43
Saudi Arabia,SAU,March,-3,34
Saudi Arabia,SAU,May,8,40
Saudi Arabia,SAU,November,-4,29
Saudi Arabia,SAU,October,5,38
Saudi Arabia,SAU,September,14,43
Senegal,SEN,April,14,45
Senegal,SEN,August,19,38
Senegal,SEN,December,10,42
Senegal,SEN,February,11,41
Senegal,SEN,January,10,40
Senegal,SEN,July,14,40
Senegal,SEN,June,14,44
Senegal,SEN,March,14,42
Senegal,SEN,May,12,45
Senegal,SEN,November,15,42
Senegal,SEN,October,19,44
Senegal,SEN,September,14,42
Serbia,SRB,April,-5,31
Serbia,SRB,August,9,40
Serbia,SRB,December,-17,22
Serbia,SRB,February,-12,22
Serbia,SRB,January,-19,19
Serbia,SRB,July,9,40
Serbia,SRB,June,8,39
Serbia,SRB,March,-20,26
Serbia,SRB,May,3,32
Serbia,SRB,November,-7,25
Serbia,SRB,October,-2,29
Serbia,SRB,September,2,37
Seychelles,SYC,April,23,35
Seychelles,SYC,August,21,31
Seychelles,SYC,December,21,33
Seychelles,SYC,February,23,35
Seychelles,SYC,January,22,33
Seychelles,SYC,July,22,31
Seychelles,SYC,June,23,32
Seychelles,SYC,March,20,34
Seychelles,SYC,May,23,33
Seychelles,SYC,November,22,34
Seychelles,SYC,October,20,32
Seychelles,SYC,September,22,31
Sierra Leone,SLE,April,23,39
Sierra Leone,SLE,August,22,31
Sierra Leone,SLE,December,20,39
Sierra Leone,SLE,February,20,34
Sierra Leone,SLE,January,22,34
Sierra Leone,SLE,July,21,38
Sierra Leone,SLE,June,22,32
Sierra Leone,SLE,March,19,39
Sierra Leone,SLE,May,22,33
Sierra Leone,SLE,November,22,39
Sierra Leone,SLE,October,22,34
Sierra Leone,SLE,September,21,33
Slovakia,SVK,April,-8,28
Slovakia,SVK,August,5,38
Slovakia,SVK,December,-15,15
Slovakia,SVK,February,-14,18
Slovakia,SVK,January,-20,14
Slovakia,SVK,July,5,37
Slovakia,SVK,June,5,37
Slovakia,SVK,March,-15,22
Slovakia,SVK,May,-2,31
Slovakia,SVK,November,-10,20
Slovakia,SVK,October,-3,26
Slovakia,SVK,September,0,32
Slovenia,SVN,April,-17,10
Slovenia,SVN,August,-3,19
Slovenia,SVN,December,-20,10
Slovenia,SVN,February,-27,10
Slovenia,SVN,January,-24,8
Slovenia,SVN,July,-2,19
Slovenia,SVN,June,-4,21
Slovenia,SVN,March,-20,8
Slovenia,SVN,May,-11,12
Slovenia,SVN,November,-19,13
Slovenia,SVN,October,-9,15
Slovenia,SVN,September,-8,18
Solomon Islands,SLB,April,22,33
Solomon Islands,SLB,August,20,32
Solomon Islands,SLB,December,23,33
Solomon Islands,SLB,February,21,34
Solomon Islands,SLB,January,20,33
Solomon Islands,SLB,July,21,32
Solomon Islands,SLB,June,22,32
Solomon Islands,SLB,March,22,34
Solomon Islands,SLB,May,22,35
Solomon Islands,SLB,November,20,34
Solomon Islands,SLB,October,22,33
Solomon Islands,SLB,September,22,32
South Africa,ZAF,April,2,35
South Africa,ZAF,August,-3,32
South Africa,ZAF,December,10,41
South Africa,ZAF,February,12,38
South Africa,ZAF,January,13,41
South Africa,ZAF,July,-5,29
South Africa,ZAF,June,-5,32
South Africa,ZAF,March,10,38
South Africa,ZAF,May,-3,30
South Africa,ZAF,November,6,39
South Africa,ZAF,October,6,38
South Africa,ZAF,September,-1,36
Spain,ESP,April,5,26
Spain,ESP,August,13,33
Spain,ESP,December,3,22
Spain,ESP,February,2,24
Spain,ESP,January,2,23
Spain,ESP,July,13,33
Spain,ESP,June,10,32
Spain,ESP,March,3,28
Spain,ESP,May,6,34
Spain,ESP,November,5,24
Spain,ESP,October,7,33
Spain,ESP,September,11,35
Sri Lanka,LKA,April,21,38
Sri Lanka,LKA,August,22,38
Sri Lanka,LKA,December,16,36
Sri Lanka,LKA,February,19,33
Sri Lanka,LKA,January,19,31
Sri Lanka,LKA,July,22,38
Sri Lanka,LKA,June,23,38
Sri Lanka,LKA,March,12,36
Sri Lanka,LKA,May,21,38
Sri Lanka,LKA,November,20,34
Sri Lanka,LKA,October,22,40
Sri Lanka,LKA,September,22,38
Suriname,SUR,April,21,35
Suriname,SUR,August,21,35
Suriname,SUR,December,20,36
Suriname,SUR,February,20,33
Suriname,SUR,January,13,34
Suriname,SUR,July,11,34
Suriname,SUR,June,21,34
Suriname,SUR,March,20,34
Suriname,SUR,May,21,34
Suriname,SUR,November,21,38
Suriname,SUR,October,22,39
Suriname,SUR,September,22,39
Sweden,SWE,April,-17,9
Sweden,SWE,August,0,25
Sweden,SWE,December,-35,0
Sweden,SWE,February,-32,4
Sweden,SWE,January,-29,3
Sweden,SWE,July,2,30
Sweden,SWE,June,-2,26
Sweden,SWE,March,-29,6
Sweden,SWE,May,-12,20
Sweden,SWE,November,-30,4
Sweden,SWE,October,-15,10
Sweden,SWE,September,-4,20
Switzerland,CHE,April,-3,28
Switzerland,CHE,August,8,37
Switzerland,CHE,December,-13,17
Switzerland,CHE,February,-12,20
Switzerland,CHE,January,-10,19
Switzerland,CHE,July,8,37
Switzerland,CHE,June,5,36
Switzerland,CHE,March,-6,25
Switzerland,CHE,May,0,33
Switzerland,CHE,November,-6,22
Switzerland,CHE,October,-1,29
Switzerland,CHE,September,3,32
Syrian Arab Republic,SYR,April,-2,37
Syrian Arab Republic,SYR,August,12,47
Syrian Arab Republic,SYR,December,-10,22
Syrian Arab Republic,SYR,February,-16,23
Syrian Arab Republic,SYR,January,-11,21
Syrian Arab Republic,SYR,July,9,47
Syrian Arab Republic,SYR,June,10,45
Syrian Arab Republic,SYR,March,-7,27
Syrian Arab Republic,SYR,May,2,42
Syrian Arab Republic,SYR,November,-4,29
Syrian Arab Republic,SYR,October,0,38
Syrian Arab Republic,SYR,September,6,48
Tajikistan,TJK,April,-1,34
Tajikistan,TJK,August,11,41
Tajikistan,TJK,December,-14,21
Tajikistan,TJK,February,-14,22
Tajikistan,TJK,January,-20,17
Tajikistan,TJK,July,12,43
Tajikistan,TJK,June,9,42
Tajikistan,TJK,March,-6,28
Tajikistan,TJK,May,7,39
Tajikistan,TJK,November,-13,25
Tajikistan,TJK,October,-2,32
Tajikistan,TJK,September,3,39
"Tanzania, United Republic of",TZA,April,16,34
"Tanzania, United Republic of",TZA,August,10,34
"Tanzania, United Republic of",TZA,December,14,32
"Tanzania, United Republic of",TZA,February,16,34
"Tanzania, United Republic of",TZA,January,14,34
"Tanzania, United Republic of",TZA,July,8,37
"Tanzania, United Republic of",TZA,June,10,33
"Tanzania, United Republic of",TZA,March,15,56
"Tanzania, United Republic of",TZA,May,11,32
"Tanzania, United Republic of",TZA,November,13,33
"Tanzania, United Republic of",TZA,October,15,33
"Tanzania, United Republic of",TZA,September,16,34
Thailand,THA,April,16,45
Thailand,THA,August,21,36
Thailand,THA,December,8,33
Thailand,THA,February,8,37
Thailand,THA,January,9,33
Thailand,THA,July,21,38
Thailand,THA,June,21,40
Thailand,THA,March,12,41
Thailand,THA,May,20,43
Thailand,THA,November,12,34
Thailand,THA,October,17,37
Thailand,THA,September,20,37
Togo,TGO,April,20,44
Togo,TGO,August,20,35
Togo,TGO,December,16,41
Togo,TGO,February,18,42
Togo,TGO,January,16,40
Togo,TGO,July,21,40
Togo,TGO,June,20,38
Togo,TGO,March,20,43
Togo,TGO,May,21,42
Togo,TGO,November,16,40
Togo,TGO,October,16,39
Togo,TGO,September,14,36
Trinidad and Tobago,TTO,April,19,59
Trinidad and Tobago,TTO,August,21,36
Trinidad and Tobago,TTO,December,20,34
Trinidad and Tobago,TTO,February,19,34
Trinidad and Tobago,TTO,January,18,33
Trinidad and Tobago,TTO,July,22,35
Trinidad and Tobago,TTO,June,20,35
Trinidad and Tobago,TTO,March,18,36
Trinidad and Tobago,TTO,May,22,35
Trinidad and Tobago,TTO,November,22,35
Trinidad and Tobago,TTO,October,21,36
Trinidad and Tobago,TTO,September,21,36
Tunisia,TUN,April,2,32
Tunisia,TUN,August,11,49
Tunisia,TUN,December,-5,28
Tunisia,TUN,February,-6,28
Tunisia,TUN,January,-2,24
Tunisia,TUN,July,16,49
Tunisia,TUN,June,7,42
Tunisia,TUN,March,5,31
Tunisia,TUN,May,3,40
Tunisia,TUN,November,2,32
